title,price,frequency,bedrooms,bathrooms,area,location,url,price_clean,price_yearly_aed,bedrooms_clean,bathrooms_clean,area_clean,area_per_bedroom,bathrooms_per_bedroom,log_area,log_price,building,community,property_type_penthouse,property_type_townhouse,property_type_villa,building_grouped_Binghatti Corner,building_grouped_Binghatti Crest,building_grouped_Binghatti Heights,building_grouped_Binghatti House,building_grouped_Binghatti Phantom,building_grouped_Binghatti Phoenix,building_grouped_Binghatti Royale,"building_grouped_Bloom Heights 1, Bloom Heights",building_grouped_DAMAC Ghalia,building_grouped_Fortunato,building_grouped_Imperial Tower,building_grouped_Laya Residences,building_grouped_Other,building_grouped_Pearl House 2,building_grouped_Reef Residence,building_grouped_Rigel Apartments,building_grouped_Rose 10,building_grouped_SH Living 1,building_grouped_Sydney Villas,building_grouped_Westview Garden,district_JVC District 11,district_JVC District 12,district_JVC District 13,district_JVC District 14,district_JVC District 15,district_JVC District 16,district_JVC District 17,district_JVC District 18,district_Unknown
Spacious 1BR | Move In Ready | All Amenities,"62,000",yearly,1,2,854 sqft,"The Manhattan, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13509457.html,62000,62000,1.0,2.0,854.0,854.0,2.0,6.75110146893676,11.034905792929415,The Manhattan,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brand New Apartment | Prime Location | High Floor | Private Pool,"100,000",yearly,1,2,911 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13419887.html,100000,100000,1.0,2.0,911.0,911.0,2.0,6.815639990074331,11.51293546492023,Binghatti Phantom,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Large 1BR | Luxury tower | Closed Balcony,"75,000",yearly,1,2,925 sqft,"Reef Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13417953.html,75000,75000,1.0,2.0,925.0,925.0,2.0,6.8308742346461795,11.225256725762893,Reef Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Royal Suite | Private Pool | Brand New,"99,900",yearly,1,2,795 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13204738.html,99900,99900,1.0,2.0,795.0,795.0,2.0,6.679599185844383,11.511934974596555,Binghatti Phantom,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Vacant | Furnished | Premium Quality,"105,000",yearly,1,1,791 sqft,"Oxford 212, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-10013694.html,105000,105000,1.0,1.0,791.0,791.0,1.0,6.674561391814426,11.561725152903833,Oxford 212,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1BR+Store | Prime Location | Community View,"72,990",yearly,1,2,984 sqft,"Al Naim Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13466769.html,72990,72990,1.0,2.0,984.0,984.0,2.0,6.892641641172089,11.198091424858745,Al Naim Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unfurnished 1 Bhk| Marina View| Ready to Move In,"68,999",yearly,1,2,620 sqft,"Binghatti Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12806538.html,68999,68999,1.0,2.0,620.0,620.0,2.0,6.431331081933479,11.141861783579396,Binghatti Heights,Jumeirah Village Circle (JVC),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fully Furnished | Community View | Prime Location,"76,999",yearly,1,2,946 sqft,"Oxford Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13091272.html,76999,76999,1.0,2.0,946.0,946.0,2.0,6.853299093186078,11.251560700835821,Oxford Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Large Layout | Bright and Brand New Unit,"90,000",yearly,1,2,"1,059 sqft","Serenity Lakes 5, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13317658.html,90000,90000,1.0,2.0,1059.0,1059.0,2.0,6.966024187106113,11.407576060361786,Serenity Lakes 5,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amazing Pool View | Huge Layout | Bright Unit,"90,000",yearly,1,2,"1,295 sqft","Serenity Lakes 5, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13149536.html,90000,90000,1.0,2.0,1295.0,1295.0,2.0,7.16703787691222,11.407576060361786,Serenity Lakes 5,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Best offers | Prime location | Spacious Villa,"200,000",yearly,4,5,"1,733 sqft","Sandoval Lane, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13113377.html,200000,200000,4.0,5.0,1733.0,433.25,1.25,7.458186157340487,12.206077645517674,Sandoval Lane,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Excellent Building | Best Amenities | Vacant,"75,000",yearly,1,2,748 sqft,"Bloom Heights 2, Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13416902.html,75000,75000,1.0,2.0,748.0,748.0,2.0,6.618738983517219,11.225256725762893,"Bloom Heights 2, Bloom Heights",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Desirable Area | Vacant Apt with Balcony,"85,000",yearly,1,1,950 sqft,"Al Manal Elite, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13353979.html,85000,85000,1.0,1.0,950.0,950.0,1.0,6.85751406254539,11.350418300109132,Al Manal Elite,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Brand New | Park View | Spacious 1 BR,"85,000",yearly,1,2,800 sqft,"Binghatti Phoenix, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13419764.html,85000,85000,1.0,2.0,800.0,800.0,2.0,6.68586094706836,11.350418300109132,Binghatti Phoenix,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"Binghatti Phantom, Jumeirah Village Circle, Dubai","104,990",yearly,1,2,795 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13718427.html,104990,104990,1.0,2.0,795.0,795.0,2.0,6.679599185844383,11.561629911180267,Binghatti Phantom,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12 Cheques l Brand new l 2 Bedroom l For Family,"73,000",yearly,2,2,771 sqft,"S. S. Lootah Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13709693.html,73000,73000,2.0,2.0,771.0,385.5,1.0,6.648984550024776,11.19822841866684,S. S. Lootah Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Fully Furnished | Ready to move | Brand new,"115,000",yearly,1,2,849 sqft,"Pearl House 2, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13680347.html,115000,115000,1.0,2.0,849.0,849.0,2.0,6.745236349484362,11.652696102959753,Pearl House 2,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12 Cheques | Modern Amenities | Semi Furnished,"100,000",yearly,2,3,939 sqft,"Binghatti Rose, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13712776.html,100000,100000,2.0,3.0,939.0,469.5,1.5,6.84587987526405,11.51293546492023,Binghatti Rose,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Spacious 2BHK | Modern Finishes | Prime JVC Location,"125,000",yearly,2,2,"1,548 sqft","Laya Residences, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13706290.html,125000,125000,2.0,2.0,1548.0,774.0,1.0,7.3453648404168685,11.736077016252437,Laya Residences,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Modern Living | 1-Bedroom with Premium Finishes | Vacant,"89,999",yearly,1,2,674 sqft,"Oakley Square Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13684342.html,89999,89999,1.0,2.0,674.0,674.0,2.0,6.51471269087253,11.407564949312402,Oakley Square Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Elegant Apartment | Pool View | Royal,"99,000",yearly,1,1,921 sqft,"Binghatti Royale, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13710469.html,99000,99000,1.0,1.0,921.0,921.0,1.0,6.826545223556594,11.502885230075814,Binghatti Royale,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FINAL UNITS | NO COMMISSION | BRAND NEW,"75,000",yearly,1,1,701 sqft,"The Vybe, JVC District 16, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13662286.html,75000,75000,1.0,1.0,701.0,701.0,1.0,6.553933404025811,11.225256725762893,The Vybe,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Brand New | Multiple Cheque | High Floor | Fully Furnished,"95,000",yearly,1,2,640 sqft,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-8738447.html,95000,95000,1.0,2.0,640.0,640.0,2.0,6.46302945692067,11.461642696843066,Binghatti Crest,Jumeirah Village Circle (JVC),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"Pool View 2BR with Storage room Fully Furnished High End Quality,","95,000",yearly,2,3,"1,280 sqft","Alcove, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13672805.html,95000,95000,2.0,3.0,1280.0,640.0,1.5,7.155396301896734,11.461642696843066,Alcove,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FINAL UNITS | NO COMMISSION | BRAND NEW,"145,000",yearly,2,3,"1,198 sqft","The Vybe, JVC District 16, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13662923.html,145000,145000,2.0,3.0,1198.0,599.0,1.5,7.089243155027514,11.884495917930655,The Vybe,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FINAL UNITS | NO COMMISSION | BRAND NEW,"75,000",yearly,1,1,736 sqft,"The Vybe, JVC District 16, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13661914.html,75000,75000,1.0,1.0,736.0,736.0,1.0,6.602587892189336,11.225256725762893,The Vybe,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bright & Spacious 2BR | Balcony | Great Amenities,"125,000",yearly,2,3,"1,040 sqft","Bluebell  Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13666942.html,125000,125000,2.0,3.0,1040.0,520.0,1.5,6.947937068614969,11.736077016252437,Bluebell  Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pool View I Vacant I Smart Home,"78,000",yearly,1,1,640 sqft,"Binghatti Corner, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13650980.html,78000,78000,1.0,1.0,640.0,640.0,1.0,6.46302945692067,11.264476926102367,Binghatti Corner,Jumeirah Village Circle (JVC),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Exclusive | Fully Furnished | Vacant | Maid's Room,"90,000",yearly,1,2,848 sqft,"Rigel Apartments, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13682422.html,90000,90000,1.0,2.0,848.0,848.0,2.0,6.744059186311348,11.407576060361786,Rigel Apartments,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
FULLY FURNISHED 2BHK / CHILLER FREE /READY TO MOVE,"95,000",yearly,2,3,"1,280 sqft","Alcove, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13645297.html,95000,95000,2.0,3.0,1280.0,640.0,1.5,7.155396301896734,11.461642696843066,Alcove,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Close Kitchen | Spacious Layout | Ready to Move,"95,000",yearly,2,2,"1,027 sqft","Venus 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13680576.html,95000,95000,2.0,2.0,1027.0,513.5,1.0,6.93537044601511,11.461642696843066,Venus 1,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pool View and chiller free | Kept Well Maintained,"70,000",yearly,1,2,829 sqft,"Oxford Building, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-10293367.html,70000,70000,1.0,2.0,829.0,829.0,2.0,6.721425700790643,11.156264806643742,Oxford Building,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Brand New 1BR | Fully Furnished | High ROI,"105,000",yearly,1,2,802 sqft,"Pearl House by Imtiaz, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13669911.html,105000,105000,1.0,2.0,802.0,802.0,2.0,6.688354713946762,11.561725152903833,Pearl House by Imtiaz,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Spacious 2BHK Fully Closed Kitchen Next to JSS School,"105,000",yearly,2,3,"1,352 sqft","Le Grand Chateau C, Le Grand Chateau, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13660251.html,105000,105000,2.0,3.0,1352.0,676.0,1.5,7.210079628170788,11.561725152903833,"Le Grand Chateau C, Le Grand Chateau",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
|| Prime Location || Spacious 1-BHK For Rent In JVC ||,"68,000",yearly,1,2,709 sqft,"Burj Residence 2, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13635734.html,68000,68000,1.0,2.0,709.0,709.0,2.0,6.565264970035361,11.127277689932466,Burj Residence 2,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fitted Kitchen | Fully Furnished | Ready to Move,"74,000",yearly,1,2,872 sqft,"Laya Residences, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13581785.html,74000,74000,1.0,2.0,872.0,872.0,2.0,6.771935555839602,11.211833885608513,Laya Residences,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Premium 3 BHK | Alexa Smart Homes | Maid Room |,"175,000",yearly,3,4,"2,100 sqft","La Rose, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-11765919.html,175000,175000,3.0,4.0,2100.0,700.0,1.3333333333333333,7.650168700845001,12.07254696717504,La Rose,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Move In Ready | Brand New Premium 2BR in Binghatti Crest, JVC","110,000",yearly,2,2,960 sqft,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13582968.html,110000,110000,2.0,2.0,960.0,480.0,1.0,6.8679744089702925,11.608244735642321,Binghatti Crest,Jumeirah Village Circle (JVC),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2BR with Balcony | Spacious Layout | Vibrant Community Living,"110,000",yearly,2,2,"1,185 sqft","Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13585567.html,110000,110000,2.0,2.0,1185.0,592.5,1.0,7.078341579557671,11.608244735642321,Binghatti Crest,Jumeirah Village Circle (JVC),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Grab the opportunity! | 1 BHK for family | with class amenities,"58,000",yearly,1,2,721 sqft,"Al Yousuf Tower 2, Al Yousuf Towers, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-11623343.html,58000,58000,1.0,2.0,721.0,721.0,2.0,6.582025138892826,10.968215530759236,"Al Yousuf Tower 2, Al Yousuf Towers",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
High ROI | Private Pool | Prime Location,"110,000",yearly,1,2,795 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13600561.html,110000,110000,1.0,2.0,795.0,795.0,2.0,6.679599185844383,11.608244735642321,Binghatti Phantom,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Modern 2BR Home in Maison VI, JVC","125,000",yearly,2,2,"1,238 sqft","Maison VI, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13600765.html,125000,125000,2.0,2.0,1238.0,619.0,1.0,7.122059881629142,11.736077016252437,Maison VI,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Ready to move in | Fully furnished | 1 Bedroom,"80,000",yearly,1,1,"1,088 sqft","Diamond Views II, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13591901.html,80000,80000,1.0,1.0,1088.0,1088.0,1.0,6.9930151229329605,11.289794413577894,Diamond Views II,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Private Pool | 1BR + Study | High Floor,"114,999",yearly,1,2,920 sqft,"Binghatti Royale, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13591584.html,114999,114999,1.0,2.0,920.0,920.0,2.0,6.825460036255307,11.652687407345388,Binghatti Royale,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ready to Move | Brand New Unit | Unfurnished,"85,000",yearly,1,2,785 sqft,"Binghatti Aurora, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13579123.html,85000,85000,1.0,2.0,785.0,785.0,2.0,6.666956792429207,11.350418300109132,Binghatti Aurora,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Unfurnished | Private Pool | Prime Unit,"105,000",yearly,1,2,794 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13458983.html,105000,105000,1.0,2.0,794.0,794.0,2.0,6.678342114654332,11.561725152903833,Binghatti Phantom,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Spacious 2 BHK | Family | Al Barsha South,"115,000",yearly,2,3,"1,463 sqft","Golden Homes Building, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13542699.html,115000,115000,2.0,3.0,1463.0,731.5,1.5,7.288927694521257,11.652696102959753,Golden Homes Building,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1 BHK | Family Friendly | Al Barsha South,"80,000",yearly,1,2,"1,050 sqft","Golden Homes Building, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13542256.html,80000,80000,1.0,2.0,1050.0,1050.0,2.0,6.957497370876951,11.289794413577894,Golden Homes Building,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ALL BILLS INCLUDED | FULLY FURNISHED | READY TO MOVE,"70,000",yearly,1,2,644 sqft,"Burj Sabah, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13488520.html,70000,70000,1.0,2.0,644.0,644.0,2.0,6.4692503167957724,11.156264806643742,Burj Sabah,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PRIME JVC LOCATION | MOVE IN READY | ELEGANT 2BR,"95,000",yearly,2,3,888 sqft,"Fortunato, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13469977.html,95000,95000,2.0,3.0,888.0,444.0,1.5,6.790097235513905,11.461642696843066,Fortunato,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Exclusive | Unfurnished | Spacious,"110,000",yearly,2,3,983 sqft,"Bluebell  Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13465641.html,110000,110000,2.0,3.0,983.0,491.5,1.5,6.891625897052253,11.608244735642321,Bluebell  Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Modern & Spacious 1BR | Private Pool | JVC Community,"110,000",yearly,1,2,806 sqft,"Binghatti Royale, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13463263.html,110000,110000,1.0,2.0,806.0,806.0,2.0,6.693323668269949,11.608244735642321,Binghatti Royale,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Binghatti Phoenix, Jumeirah Village Circle,Dubai","84,999",yearly,1,2,798 sqft,"Binghatti Phoenix, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13462900.html,84999,84999,1.0,2.0,798.0,798.0,2.0,6.683360945766275,11.350406535472453,Binghatti Phoenix,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2 BHK+ Maids | Fully Furnished | Book Now,"120,000",yearly,2,4,"1,257 sqft","Summer 2 Block A, Summer, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13434707.html,120000,120000,2.0,4.0,1257.0,628.5,2.0,7.1372784372603855,11.695255355062795,"Summer 2 Block A, Summer, Seasons Community",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vacant | Smart Home | Fully Furnished | Community View,"110,000",yearly,1,2,789 sqft,"Pearl House 2, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13424174.html,110000,110000,1.0,2.0,789.0,789.0,2.0,6.672032945461067,11.608244735642321,Pearl House 2,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Best Layout | Pool + Park View | Ready to Move,"85,000",yearly,1,2,798 sqft,"Binghatti Phoenix, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13505297.html,85000,85000,1.0,2.0,798.0,798.0,2.0,6.683360945766275,11.350418300109132,Binghatti Phoenix,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Massive 1BR Semi Close Kitchen with Built in Appliances pool view,"78,000",yearly,1,2,770 sqft,"Golden Dream Tower 1, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13437186.html,78000,78000,1.0,2.0,770.0,770.0,2.0,6.647688373563329,11.264476926102367,Golden Dream Tower 1,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
